"Team","FirstName","LastName","Nationality","DateOfBirth","Age","CountryOfBirth","PlaceOfBirth","Position","Height","Weight"
"Cote d'Ivoire","Gn<U+00E9>gn<U+00E9>ri Yaya","Tour<U+00E9>","Cote d'Ivoire",1983-05-13,31,"Cote d'Ivoire","Bouak<U+00E9>","Midfielder",191,90
"Cote d'Ivoire","Cheikh Ismael","Tiot<U+00E9>","Cote d'Ivoire",1986-06-21,27,"Cote d'Ivoire","Yamoussoukro","Midfielder",180,76
"Cote d'Ivoire","Sereso Geoffroy","Gonzaroua Die","Cote d'Ivoire",1984-11-07,29,"Cote d'Ivoire","Facobly","Midfielder",179,77
"Cote d'Ivoire","Jean-Jacques","Gosso Gosso","Cote d'Ivoire",1983-03-15,31,"Cote d'Ivoire","Abidjan","Midfielder",177,75
"Cote d'Ivoire","Isma<U+00EB>l Ti<U+00E9>moko","Diomand<U+00E9>","Cote d'Ivoire",1992-08-28,21,"Cote d'Ivoire","Abidjan","Midfielder",180,NA
"Cote d'Ivoire","Jean Micha<U+00EB>l","Seri","Cote d'Ivoire",1991-07-19,22,"Cote d'Ivoire","Grand-Bereby","Midfielder",168,69
"Cote d'Ivoire","Didier Yves","Drogba T<U+00E9>bily","Cote d'Ivoire",1978-03-11,36,"Cote d'Ivoire","Abidjan","Attacker",189,91
"Cote d'Ivoire","Salomon Armand Magloire","Kalou","Cote d'Ivoire",1985-08-05,28,"Cote d'Ivoire","Oum<U+00E9>","Attacker",184,77
"Cote d'Ivoire","Seydou","Doumbia","Cote d'Ivoire",1987-12-31,26,"Cote d'Ivoire","Yamoussoukro","Attacker",178,74
"Cote d'Ivoire","Didier","Ya Konan","Cote d'Ivoire",1984-05-22,30,"Cote d'Ivoire","Abidjan","Attacker",174,68
"Cote d'Ivoire","Gervais Lombe Yao","Kouassi","Cote d'Ivoire",1987-05-27,27,"Cote d'Ivoire","Anyama","Attacker",179,68
"Cote d'Ivoire","Max-Alain","Gradel","Cote d'Ivoire",1987-11-30,26,"Cote d'Ivoire","Abidjan","Attacker",175,69
"Cote d'Ivoire","Wilfried Guemiand","Bony","Cote d'Ivoire",1988-12-10,25,"Cote d'Ivoire","Bingerville","Attacker",182,88
"Cote d'Ivoire","Giovanni-Guy Yann","Sio","Cote d'Ivoire",1989-03-31,25,"France","Saint-S<U+00E9>bastien-sur-Loire","Attacker",181,77
"Cote d'Ivoire","Lacina","Traor<U+00E9>","Cote d'Ivoire",1990-08-20,23,"Cote d'Ivoire","Abidjan","Attacker",203,92
"Cote d'Ivoire","Mathis Gazoa ","Kippersund Bolly","Cote d'Ivoire",1990-11-14,23,"Norway","Oslo","Attacker",185,77
"Japan","Eiji","Kawashima","Japan",1983-03-20,31,"Japan","Yono","Goalkeeper",185,80
"Japan","Shusaku","Nishikawa","Japan",1986-06-18,27,"Japan","<U+014C>ita","Goalkeeper",183,81
"Japan","Shuichi","Gonda","Japan",1989-03-03,25,"Japan","T<U+014D>ky<U+014D>","Goalkeeper",187,83
"Japan","Gotoku","Sakai","Japan",1991-03-14,23,"USA","New York","Defender",176,74
"Japan","Y<U+016B>ichi","Komano","Japan",1981-07-25,32,"Japan","Wakayama","Defender",172,76
"Japan","Yuto","Nagatomo","Japan",1986-09-12,27,"Japan","Ehime","Defender",170,68
"Japan","Masato","Morishige","Japan",1987-05-21,27,"Japan","Hiroshima","Defender",180,72
"Japan","Masahiko","Inoha","Japan",1985-08-28,28,"Japan","Miyazaki","Defender",179,73
"Japan","Hiroki","Sakai","Japan",1990-04-12,24,"Japan","Kashiwa","Defender",185,70
"Japan","Maya","Yoshida","Japan",1988-08-24,25,"Japan","Nagasaki","Defender",189,78
"Japan","Yasuyuki","Konno","Japan",1983-01-25,31,"Japan","Sendai","Defender",178,73
"Japan","Atsuto","Uchida","Japan",1988-03-27,26,"Japan","Kannami","Defender",176,62
"Japan","Yasuhito","End<U+014D>","Japan",1980-01-28,34,"Japan","Kagoshima","Midfielder",178,73
"Japan","Hiroshi","Kiyotake","Japan",1989-11-12,24,"Japan","<U+014C>ita","Midfielder",172,63
"Japan","Shinji","Okazaki","Japan",1986-04-16,28,"Japan","Hy<U+014D>go","Midfielder",174,76
"Japan","Hajime","Hosogai","Japan",1986-06-10,27,"Japan","Maebashi","Midfielder",176,68
"Japan","Toshihiro","Aoyama","Japan",1986-02-22,28,"Japan","Okayama","Midfielder",174,73
"Japan","Hotaru","Yamaguchi","Japan",1990-10-06,23,"Japan","Mie","Midfielder",173,72
"Japan","Makoto","Hasebe","Japan",1984-01-18,30,"Japan","Fujieda","Midfielder",177,66
"Japan","Yoichiro","Kakitani","Japan",1990-01-03,24,"Japan","Osaka","Midfielder",173,62
"Japan","Keisuke","Honda","Japan",1986-06-13,27,"Japan","Osaka","Attacker",182,74
"Japan","Shinji","Kagawa","Japan",1989-03-17,25,"Japan","Hy<U+014D>go","Attacker",172,63
"Japan","Yohei","Toyoda","Japan",1985-04-11,29,"Japan","Ishikawa","Attacker",185,79
"Japan","Masato","Kudo","Japan",1990-05-06,24,"Japan","Tokyo","Attacker",177,74
"Japan","Yuya","Osako","Japan",1990-05-18,24,"Japan","Kagoshima","Attacker",182,70
"Japan","Manabu","Saito","Japan",1990-04-04,24,"Japan","Kanagawa","Attacker",165,64
"Japan","Yoshito","Okubo","Japan",1982-06-09,31,"Japan","Fukuoka","Attacker",170,73
"Switzerland","Diego","Benaglio","Switzerland",1983-09-08,30,"Switzerland","Z<U+00FC>rich","Goalkeeper",194,89
"Switzerland","Yann","Sommer","Switzerland",1988-12-17,25,"Switzerland","Morges","Goalkeeper",183,79
"Switzerland","Roman","B<U+00FC>rki","Switzerland",1990-11-14,23,"Switzerland",NA,"Goalkeeper",187,83
"Switzerland","Johan Danon","Djourou-Gbadjere","Switzerland",1987-01-18,27,"Cote d'Ivoire","Abidjan","Defender",191,87
"Switzerland","Philippe","Senderos","Switzerland",1985-02-14,29,"Switzerland","G<U+00E8>neve","Defender",190,84
"Switzerland","Stephan","Lichtsteiner","Switzerland",1984-01-16,30,"Switzerland","Adligenswil","Defender",180,77
"Switzerland","Reto","Ziegler","Switzerland",1986-01-16,28,"Switzerland","Gen<U+00E8>ve","Defender",183,80
"Switzerland","Steve","von Bergen","Switzerland",1983-06-10,30,"Switzerland","Neuch<U+00E2>tel","Defender",186,82
"Switzerland","Michael","Lang","Switzerland",1991-02-08,23,"Switzerland","Sankt Gallen","Defender",185,79
"Switzerland","Ricardo","Rodriguez","Switzerland",1992-08-25,21,"Switzerland","Z<U+00FC>rich","Defender",180,78
"Switzerland","Fabian","Sch<U+00E4>r","Switzerland",1991-12-20,22,"Switzerland","Wil","Defender",186,85
"Switzerland","Tranquillo","Barnetta","Switzerland",1985-05-22,29,"Switzerland","Sankt Gallen","Midfielder",178,70
"Switzerland","Valon","Behrami","Switzerland",1985-04-19,29,"Kosovo","Mitrovica","Midfielder",184,78
"Switzerland","Blerim","D<U+017E>emaili","Switzerland",1986-04-12,28,"FYR Macedonia","Tetovo","Midfielder",179,73
"Switzerland","Pirmin","Schwegler","Switzerland",1987-03-09,27,"Switzerland","Ettiswil","Midfielder",177,72
"Switzerland","Gelson","Fernandes","Switzerland",1986-09-02,27,"Cape Verde Islands","Praia","Midfielder",183,70
"Switzerland","G<U+00F6>khan","<U+0130>nler","Switzerland",1984-06-27,29,"Switzerland","Olten","Midfielder",183,80
"Switzerland","Valentin","Stocker","Switzerland",1989-04-12,25,"Switzerland","Kriens","Midfielder",179,73
"Switzerland","Xherdan","Shaqiri","Switzerland",1991-10-10,22,"Kosovo","Gjilan","Midfielder",169,72
"Switzerland","Granit","Xhaka","Switzerland",1992-09-27,21,"Switzerland","Basel","Midfielder",185,82
"Switzerland","Admir","Mehmedi","Switzerland",1991-03-16,23,"FYR Macedonia","Gostivar","Attacker",183,77
"Switzerland","Haris","Seferovi<U+0107>","Switzerland",1992-02-22,22,"Switzerland","Sursee","Attacker",191,NA
"Switzerland","Mario","Gavranovi<U+0107>","Switzerland",1989-11-24,24,"Switzerland","Lugano","Attacker",175,68
"Switzerland","Josip","Drmic","Switzerland",1992-08-08,21,"Switzerland","Freienbach","Attacker",182,70
"Ecuador","M<U+00E1>ximo Orlando","Banguera Valdiviezo","Ecuador",1985-12-16,28,"Ecuador","Guayaquil","Goalkeeper",188,87
"Ecuador","Adri<U+00E1>n Javier","Bone S<U+00E1>nchez","Ecuador",1988-09-08,25,"Ecuador","Esmeraldas","Goalkeeper",186,76
"Ecuador","Alexander","Dom<U+00ED>nguez Carabal<U+00ED>","Ecuador",1987-06-05,27,"Ecuador","Tachina","Goalkeeper",193,76
"Ecuador","Jorge Daniel","Guagua Tamayo","Ecuador",1981-09-28,32,"Ecuador","Esmeraldas","Defender",179,65
"Ecuador","Gabriel Eduardo","Achilier Zurita","Ecuador",1985-03-24,29,"Ecuador",NA,"Defender",180,83
"Ecuador","Oscar Dalmiro","Bag<U+00FC><U+00ED> Angulo","Ecuador",1982-12-10,31,"Ecuador","Esmeraldas","Defender",173,65
"Ecuador","Walter Orlando","Ayov<U+00ED> Corozo","Ecuador",1979-08-11,34,"Ecuador","Esmeraldas","Defender",171,68
"Ecuador","Juan Carlos","Paredes Reasco","Ecuador",1987-07-08,26,"Ecuador","Esmeraldas","Defender",174,72
"Ecuador","Frickson Rafael","Erazo Vivero","Ecuador",1988-05-05,26,"Ecuador","Esmeraldas","Defender",180,64
"Ecuador","Cristian Leonel","Ram<U+00ED>rez Zambrano","Ecuador",1994-08-12,19,"Ecuador","Santo Domingo","Defender",171,69
"Ecuador","Segundo Alejandro","Castillo Nazareno","Ecuador",1982-05-15,32,"Ecuador","San Lorenzo","Midfielder",180,75
"Ecuador","<U+00C9>dison Vicente","M<U+00E9>ndez M<U+00E9>ndez","Ecuador",1979-03-16,35,"Ecuador","El Chota","Midfielder",175,68
"Ecuador","Luis Fernando","Saritama Padilla","Ecuador",1983-10-20,30,"Ecuador","Loja","Midfielder",172,70
"Ecuador","Luis Antonio","Valencia Mosquera","Ecuador",1985-08-04,28,"Ecuador","Lago Agrio","Midfielder",180,78
"Ecuador","Christian","Noboa Tello","Ecuador",1985-04-09,29,"Ecuador","Guayaquil","Midfielder",181,74
"Ecuador","Pedro <U+00C1>ngel","Qui<U+00F1><U+00F3>nez Rodr<U+00ED>guez","Ecuador",1986-03-04,28,"Ecuador","Esmeraldas","Midfielder",170,68
"Ecuador","Alex Renato","Ibarra Mina","Ecuador",1991-01-20,23,"Ecuador","Ambuqui","Midfielder",171,NA
"Ecuador","Fernando Vicente","Gaibor Orellana","Ecuador",1991-10-08,22,"Ecuador","Montalvo","Midfielder",178,75
"Ecuador","Jose Francisco","Cevallos Enriquez","Ecuador",1995-01-18,19,"Ecuador",NA,"Midfielder",186,71
"Ecuador","Carlos Armando","Gruezo Arboleda","Ecuador",1995-04-19,19,"Ecuador","Guayaquil","Midfielder",171,67
"Ecuador","Joao Robin","Rojas Mendoza","Ecuador",1989-06-14,24,"Ecuador","La Troncal","Attacker",173,65
"Ecuador","Jaime Javier","Ayov<U+00ED> Corozo","Ecuador",1988-02-21,26,"Ecuador","Atahualpa","Attacker",183,81
"Ecuador","Felipe Salvador","Caicedo Corozo","Ecuador",1988-09-05,25,"Ecuador","Guayaquil","Attacker",190,78
"Ecuador","Michael Antonio","Arroyo Mina","Ecuador",1987-04-23,27,"Ecuador","Guayaquil","Attacker",177,72
"Ecuador","Armando Len<U+00ED>n","Wila Cang<U+00E1>","Ecuador",1985-05-12,29,"Ecuador","San Lorenzo","Attacker",NA,NA
"Ecuador","Jefferson Antonio","Montero Vite","Ecuador",1989-09-01,24,"Ecuador","Babahoyo","Attacker",169,64
"Ecuador","Enner Remberto","Valencia Lastra","Ecuador",1989-11-04,24,"Ecuador","San Lorenzo","Attacker",174,74
"Ecuador","Fidel Francisco","Mart<U+00ED>nez Tenorio","Ecuador",1990-02-15,24,"Ecuador","Shushufindi","Attacker",176,72
"France","Micka<U+00EB>l","Landreau","France",1979-05-14,35,"France","Machecoul","Goalkeeper",184,84
"France","Hugo","Lloris","France",1986-12-26,27,"France","Nice","Goalkeeper",188,78
"France","St<U+00E9>phane","Ruffier","France",1986-09-27,27,"France","Bayonne","Goalkeeper",188,90
"France","Steve","Mandanda","France",1985-03-28,29,"Congo DR","Kinshasa","Goalkeeper",185,82
"France","Bacary","Sagna","France",1983-02-14,31,"France","Sens","Defender",176,72
"France","Mathieu","Debuchy","France",1985-07-28,28,"France","Fretin","Defender",176,76
"France","Patrice","Evra","France",1981-05-15,33,"Senegal","Dakar","Defender",175,76
"France","Mamadou","Sakho","France",1990-02-13,24,"France","Paris","Defender",187,83
"France","Laurent","Koscielny","France",1985-09-10,28,"France","Tulle","Defender",186,75
"France","Eliaquim","Mangala","France",1991-02-13,23,"France","Paris","Defender",187,74
"France","Lucas","Digne","France",1993-07-20,20,"France","Meaux","Defender",178,74
"France","Rapha<U+00EB>l","Varane","France",1993-04-25,21,"France","Lille","Defender",190,85
"France","Franck Bilal","Rib<U+00E9>ry","France",1983-04-07,31,"France","Boulogne-sur-Mer","Midfielder",170,72
"France","Blaise","Matuidi","France",1987-04-09,27,"France","Toulouse","Midfielder",175,70
"France","Rio Antonio","Zoba Mavuba","France",1984-03-08,30,"Angola","*Born at sea","Midfielder",172,74
"France","Mathieu","Valbuena","France",1984-09-28,29,"France","Bruges","Midfielder",167,58
"France","Yohan","Cabaye","France",1986-01-14,28,"France","Tourcoing","Midfielder",175,72
"France","Moussa","Sissoko","France",1989-08-16,24,"Mali","Le Blanc-Mesnil","Midfielder",187,83
"France","Cl<U+00E9>ment","Grenier","France",1991-01-07,23,"France","Annonay","Midfielder",186,72
"France","Josuha","Guilavogui","France",1990-09-19,23,"France","Ollioules","Midfielder",187,78
"France","R<U+00E9>my","Cabella","France",1990-03-08,24,"France","Ajaccio","Midfielder",172,66
"France","Paul","Pogba","France",1993-03-15,21,"France","Langny-sur-Marne","Midfielder",186,80
"France","Dimitri ","Payet","France",1987-03-29,27,"R<U+00E9>union","Saint-Pierre","Attacker",175,77
"France","Karim","Benzema","France",1987-12-19,26,"France","Lyon","Attacker",184,84
"France","Lo<U+00EF>c","R<U+00E9>my","France",1987-01-02,27,"France","Lyon","Attacker",184,66
"France","Olivier","Giroud","France",1986-09-30,27,"France","Chamb<U+00E9>ry","Attacker",193,92
"France","Antoine","Griezmann","France",1991-03-21,23,"France","M<U+00E2>con","Attacker",176,67
"Honduras","Noel Eduardo","Valladares Bonilla","Honduras",1977-05-03,37,"Honduras","Comayagua","Goalkeeper",190,80
"Honduras","Donis Salatiel","Escober Izaguirre","Honduras",1981-02-03,33,"Honduras","San Ignacio","Goalkeeper",179,76
"Honduras","Luis Aurelio","Lopez Fernandez","Honduras",1993-09-13,20,"Honduras","San Pedro Sula","Goalkeeper",NA,NA
"Honduras","Maynor Alexis","Figueroa R<U+00F3>chez","Honduras",1983-05-02,31,"Honduras","Jutiapa","Defender",180,85
"Honduras","Emilio Arturo","Izaguirre Gir<U+00F3>n","Honduras",1986-05-10,28,"Honduras","Tegucigalpa","Defender",177,77
"Honduras","Juan Carlos","Garc<U+00ED>a","Honduras",1988-03-08,26,"Honduras","Tela","Defender",NA,NA
"Honduras","V<U+00ED>ctor Salvador","Bern<U+00E1>rdez Blanco","Honduras",1982-05-24,32,"Honduras","La Ceiba","Defender",187,83
"Honduras","Osm<U+00E1>n Danilo","Ch<U+00E1>vez Guity","Honduras",1984-07-29,29,"Honduras","Santa F<U+00E9>","Defender",187,86
"Honduras","Brayan Antonio","Beckeles","Honduras",1985-11-28,28,"Honduras","La Ceiba","Defender",NA,NA
"Honduras","Juan Pablo","Montes","Honduras",1985-12-26,28,"Honduras","Sulaco","Defender",NA,NA
"Honduras","Henry Ra<U+00FA>l","Clark Pe<U+00F1>a","Honduras",1985-06-10,28,"Honduras","Tocoa Col<U+00F3>n","Defender",NA,NA
"Honduras","Jos<U+00E9> Walther","Williams Castillo","Honduras",1983-09-30,30,"Honduras",NA,"Defender",NA,NA
"Honduras","<U+00D3>scar Boniek","Garc<U+00ED>a Ram<U+00ED>rez","Honduras",1984-09-04,29,"Honduras","Tegucigalpa","Midfielder",175,72
"Honduras","Jorge Aar<U+00F3>n","Claros Ju<U+00E1>rez","Honduras",1986-01-08,28,"Honduras","Puerto Cort<U+00E9>s","Midfielder",NA,NA
"Honduras","Wilson Roberto","Palacios Suazo","Honduras",1984-07-29,29,"Honduras","La Ceiba","Midfielder",178,71
"Honduras","R<U+00F3>ger","Espinoza Ram<U+00ED>rez","Honduras",1986-10-25,27,"Honduras","Puerto Cort<U+00E9>s","Midfielder",179,72
"Honduras","Luis Fernando","Garrido","Honduras",1990-11-05,23,"Honduras","Jutiquile","Midfielder",170,NA
"Honduras","Edder Gerardo","Delgado Zer<U+00F3>n","Honduras",1986-11-15,27,"Honduras","San Manuel","Midfielder",NA,NA
"Honduras","Marvin Antonio","Ch<U+00E1>vez","Honduras",1983-11-03,30,"Honduras","La Ceiba","Midfielder",165,NA
"Honduras","Mario Roberto","Mart<U+00ED>nez Hern<U+00E1>ndez","Honduras",1989-07-30,24,"Honduras","San Pedro de Sula","Midfielder",173,70
"Honduras","Arnold Fabian","Peralta Sosa","Honduras",1989-03-29,25,"Honduras","La Ceiba","Midfielder",NA,NA
"Honduras","Andy Aryel","Najar Rodriguez","Honduras",1993-03-16,21,"Honduras","Choluteca","Midfielder",170,68
"Honduras","Bryan Josue","Acosta Ramos","Honduras",1993-11-24,20,"Honduras","La Ceiba","Midfielder",NA,NA
"Honduras","Carlos Ya<U+00ED>r","Costly Molina","Honduras",1982-07-18,31,"Honduras","San Pedro Sula","Attacker",188,85
"Honduras","Jerry Nelson","Palacios Suazo","Honduras",1982-05-13,32,"Honduras","La Ceiba","Attacker",183,81
"Honduras","Jerry Ricardo","Bengtson Bodden","Honduras",1987-04-08,27,"Honduras","Santa Rosa de Agu<U+00E1>n","Attacker",187,73
"Honduras","Romell Samir","Quioto Robinson","Honduras",1991-09-09,22,"Honduras",NA,"Attacker",NA,NA
"Honduras","Diego Antonio","Reyes Sandoval","Honduras",1980-01-11,34,"Honduras","Tocoa","Attacker",NA,NA
"Honduras","Rony Dar<U+00ED>o","Mart<U+00ED>nez Alm<U+00E9>ndarez","Honduras",1987-10-10,26,"Honduras","Olanchito","Attacker",NA,NA
"Argentina","Mariano Gonzalo","And<U+00FA>jar","Argentina",1983-07-30,30,"Argentina","Buenos Aires","Goalkeeper",194,88
"Argentina","Agust<U+00ED>n Ignacio","Ori<U+00F3>n","Argentina",1981-07-26,32,"Argentina","Ramos Mej<U+00ED>a","Goalkeeper",190,86
"Argentina","Sergio Germ<U+00E1>n","Romero","Argentina",1987-02-22,27,"Argentina","Bernardo de Irigoyen","Goalkeeper",192,88
"Argentina","Mart<U+00ED>n Gast<U+00F3>n","Demichelis","Argentina",1980-12-20,33,"Argentina","Justiniano Posse","Defender",184,78
"Argentina","Pablo Javier","Zabaleta Girod","Argentina",1985-01-16,29,"Argentina","Buenos Aires","Defender",176,70
"Argentina","Ezequiel Marcelo","Garay","Argentina",1986-10-10,27,"Argentina","Rosario","Defender",188,85
"Argentina","Jos<U+00E9> Mar<U+00ED>a","Basanta","Argentina",1984-04-03,30,"Argentina","Tres Sargentos","Defender",188,80
"Argentina","Hugo Armando","Campagnaro","Argentina",1980-06-27,33,"Argentina","R<U+00ED>o Cuarto","Defender",181,85
"Argentina","Federico","Fern<U+00E1>ndez","Argentina",1989-02-21,25,"Argentina","Tres Algarrobos","Defender",189,81
"Argentina","Nicol<U+00E1>s Hern<U+00E1>n","Otamendi","Argentina",1988-02-12,26,"Argentina","Buenos Aires","Defender",178,75
"Argentina","Faustino Marcos Alberto","Rojo","Argentina",1990-03-20,24,"Argentina","La Plata","Defender",184,85
"Argentina","Lisandro Ezequiel","L<U+00F3>pez","Argentina",1989-09-01,24,"Argentina","Villa Constituci<U+00F3>n","Defender",187,80
"Argentina","Gino","Peruzzi Lucchetti","Argentina",1992-06-09,21,"Argentina","Corral de Bustos","Defender",178,66
"Argentina","Javier Alejandro","Mascherano","Argentina",1984-06-08,29,"Argentina","San Lorenzo","Midfielder",174,84
"Argentina","Maximiliano Rub<U+00E9>n","Rodr<U+00ED>guez","Argentina",1981-01-02,33,"Argentina","Rosario","Midfielder",180,74
"Argentina","Lucas Rodrigo","Biglia","Argentina",1986-01-30,28,"Argentina","Mercedes","Midfielder",178,74
"Argentina","Fernando Rub<U+00E9>n","Gago","Argentina",1986-04-10,28,"Argentina","Buenos Aires","Midfielder",176,73
"Argentina","Enzo Nicol<U+00E1>s","P<U+00E9>rez","Argentina",1986-02-22,28,"Argentina","Mendoza","Midfielder",177,77
"Argentina","Augusto Mat<U+00ED>as","Fern<U+00E1>ndez","Argentina",1986-04-10,28,"Argentina","Pergamino","Midfielder",177,71
"Argentina","Jos<U+00E9> Ernesto","Sosa","Argentina",1985-06-19,28,"Argentina","Carcara<U+00F1><U+00E1>","Midfielder",179,71
"Argentina","<U+00C1>ngel Fabi<U+00E1>n","di Mar<U+00ED>a Hern<U+00E1>ndez","Argentina",1988-02-14,26,"Argentina","Rosario","Midfielder",178,75
"Argentina","<U+00C9>ver Maximiliano David","Banega","Argentina",1988-06-29,25,"Argentina","Rosario","Midfielder",174,69
"Argentina","Ricardo Gabriel","<U+00C1>lvarez","Argentina",1988-04-12,26,"Argentina","Buenos Aires","Midfielder",188,84
"Argentina","Rodrigo Sebasti<U+00E1>n","Palacio","Argentina",1982-02-05,32,"Argentina","Bah<U+00ED>a Blanca","Attacker",175,70
"Argentina","Lionel Andr<U+00E9>s","Messi Cuccittini","Argentina",1987-06-24,26,"Argentina","Rosario","Attacker",169,67
"Argentina","Sergio Leonel","Ag<U+00FC>ero del Castillo","Argentina",1988-06-02,26,"Argentina","Quilmes","Attacker",173,70
"Argentina","Gonzalo Gerardo","Higua<U+00ED>n","Argentina",1987-12-10,26,"France","Brest","Attacker",184,82
"Argentina","Ezequiel Iv<U+00E1>n","Lavezzi","Argentina",1985-05-03,29,"Argentina","Rosario","Attacker",173,75
"Bosnia-Herzegovina","Asmir","Begovi<U+0107>","Bosnia and Herzegovina",1987-06-20,26,"Bosnia and Herzegovina","Trebinje","Goalkeeper",196,83
"Bosnia-Herzegovina","Jasmin","Fejzi<U+0107>","Bosnia and Herzegovina",1986-05-15,28,"Bosnia and Herzegovina","Tupkovi<U+0107>","Goalkeeper",198,95
"Bosnia-Herzegovina","Asmir","Avduki<U+0107>","Bosnia and Herzegovina",1981-05-13,33,"Bosnia and Herzegovina",NA,"Goalkeeper",190,NA
"Bosnia-Herzegovina","Emir","Spahi<U+0107>","Bosnia and Herzegovina",1980-08-18,33,"Croatia","Dubrovnik","Defender",186,77
"Bosnia-Herzegovina","Avdija","Vr<U+0161>ajevi<U+0107>","Bosnia and Herzegovina",1986-03-06,28,"Bosnia and Herzegovina","Te<U+0161>anj","Defender",181,71
"Bosnia-Herzegovina","Mensur","Mujd<U+017E>a","Bosnia and Herzegovina",1984-03-28,30,"Croatia","Zagreb","Defender",185,77
"Bosnia-Herzegovina","Toni","<U+0160>unji<U+0107>","Bosnia and Herzegovina",1988-12-15,25,"Bosnia and Herzegovina",NA,"Defender",192,NA
"Bosnia-Herzegovina","Ervin","Zukanovi<U+0107>","Bosnia and Herzegovina",1987-02-11,27,"Bosnia and Herzegovina","Sarajevo","Defender",188,85
"Bosnia-Herzegovina","Ognjen","Vranje<U+0161>","Bosnia and Herzegovina",1989-10-24,24,"Bosnia and Herzegovina","Banja Luka","Defender",182,76
"Bosnia-Herzegovina","Ermin","Bi<U+010D>ak<U+010D>i<U+0107>","Bosnia and Herzegovina",1990-01-24,24,"Bosnia and Herzegovina","Zvornik","Defender",185,83
"Bosnia-Herzegovina","Muhamed","Be<U+0161>i<U+0107>","Bosnia and Herzegovina",1992-09-10,21,"Germany","Berlin","Defender",177,75
"Bosnia-Herzegovina","Sead","Kola<U+0161>inac","Bosnia and Herzegovina",1993-06-20,20,"Germany","Karlsruhe","Defender",183,82
"Bosnia-Herzegovina","Zvjezdan","Misimovi<U+0107>","Bosnia and Herzegovina",1982-06-05,32,"Germany","M<U+00FC>nchen","Midfielder",180,79
"Bosnia-Herzegovina","Haris","Medunjanin","Bosnia and Herzegovina",1985-03-08,29,"Bosnia and Herzegovina","Sarajevo","Midfielder",187,83
"Bosnia-Herzegovina","Anel","Had<U+017E>i<U+0107>","Bosnia and Herzegovina",1989-08-16,24,"Bosnia and Herzegovina","Velika Kladusa","Midfielder",184,73
"Bosnia-Herzegovina","Samir","Muratovic","Bosnia and Herzegovina",1976-02-25,38,"Bosnia and Herzegovina","Zvornik","Midfielder",185,85
"Bosnia-Herzegovina","Sejad","Salihovi<U+0107>","Bosnia and Herzegovina",1984-10-08,29,"Bosnia and Herzegovina","Gornji <U+0160>epak","Midfielder",182,79
"Bosnia-Herzegovina","Miralem","Pjani<U+0107>","Bosnia and Herzegovina",1990-04-02,24,"Bosnia and Herzegovina","Tuzla","Midfielder",180,68
"Bosnia-Herzegovina","Senad","Luli<U+0107>","Bosnia and Herzegovina",1986-01-18,28,"Bosnia and Herzegovina","Motar","Midfielder",183,75
"Bosnia-Herzegovina","Senijad","Ibri<U+010D>i<U+0107>","Bosnia and Herzegovina",1985-09-26,28,"Bosnia and Herzegovina","Kotor Varo<U+0161>","Midfielder",181,81
"Bosnia-Herzegovina","Izet","Hajrovi<U+0107>","Bosnia and Herzegovina",1991-08-04,22,"Switzerland","Brugg","Midfielder",177,71
"Bosnia-Herzegovina","Edin","Vi<U+0161><U+0107>a","Bosnia and Herzegovina",1990-02-17,24,"Bosnia and Herzegovina","Olovo","Midfielder",172,NA
"Bosnia-Herzegovina","Tino","Su<U+0161>i<U+0107>","Bosnia and Herzegovina",1992-02-13,22,"Belgium",NA,"Midfielder",185,77
"Bosnia-Herzegovina","Vedad","Ibi<U+0161>evi<U+0107>","Bosnia and Herzegovina",1984-08-06,29,"Bosnia and Herzegovina","Vlasenica","Attacker",188,82
"Bosnia-Herzegovina","Edin","D<U+017E>eko","Bosnia and Herzegovina",1986-03-17,28,"Bosnia and Herzegovina","Sarajevo","Attacker",193,80
"Germany","Roman","Weidenfeller","Germany",1980-08-06,33,"Germany","Diez","Goalkeeper",190,90
"Germany","Manuel","Neuer","Germany",1986-03-27,28,"Germany","Gelsenkirchen","Goalkeeper",193,92
"Germany","Ron-Robert","Zieler","Germany",1989-02-12,25,"Germany","K<U+00F6>ln","Goalkeeper",188,83
"Germany","Marc-Andr<U+00E9>","ter Stegen","Germany",1992-04-30,22,"Germany","M<U+00F6>nchengladbach","Goalkeeper",189,85
"Germany","Marcell","Jansen","Germany",1985-11-04,28,"Germany","M<U+00F6>nchengladbach","Defender",191,89
"Germany","Philipp","Lahm","Germany",1983-11-11,30,"Germany","M<U+00FC>nchen","Defender",170,66
"Germany","Per","Mertesacker","Germany",1984-09-29,29,"Germany","Hannover","Defender",196,85
"Germany","J<U+00E9>r<U+00F4>me","Boateng","Germany",1988-09-03,25,"Germany","Berlin","Defender",192,90
"Germany","Benedikt","H<U+00F6>wedes","Germany",1988-02-29,26,"Germany","Haltern","Defender",187,80
"Germany","Mats ","Hummels","Germany",1988-12-16,25,"Germany","Bergisch Gladbach","Defender",192,92
"Germany","Marcel","Schmelzer","Germany",1988-01-22,26,"Germany","Magdeburg","Defender",181,74
"Germany","Sebastian","Jung","Germany",1990-06-22,23,"Germany","K<U+00F6>nigstein","Defender",179,68
"Germany","Oliver","Sorg","Germany",1990-05-29,24,"Germany","Engen","Defender",175,69
"Germany","Shkodran","Mustafi","Germany",1992-04-17,22,"Germany","Bad Hersfeld","Defender",184,82
